,m_id,m_Label,m_TypeID,m_DisplayLevel,m_BreakRate,m_MaxSLD,m_MaxHP,m_MaxSP,m_AtkP,m_DefP,m_AtkM,m_DefM,m_Agi,m_Crt,m_CrtDef,m_EquipAtk,m_ResistAilmentID,m_ResistAilment,m_TacticalAssignID,m_SkillsID,m_Exp,m_Money,m_DropReward,m_EventDropRewards,m_StatusOffset,m_Bottle,m_Name,m_Level,m_Hp,m_Shield,m_RaceIndices,m_DisplaySpecialSkillGauge,m_GenerateSpecialSkillValueOrverTurn,m_ReduceSpecialSkillValueBreak,m_MaxSpecialSkillValue
1630,20381,D_Enemy_Snow_SnT21_P005_01,20415,65,200,10,16128,130,848,80,848,71,267,269,386,125,0,m_ResistAilment_v_0,3,50329,750,300,20325,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93000000da001a,194,0,0,0.0
1631,20382,D_Enemy_Snow_SnT21_P005_02,20416,65,200,8,16128,130,848,80,848,71,257,269,386,125,0,m_ResistAilment_v_0,3,50330,750,300,20326,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93000000da001a,194,0,0,0.0
1632,20436,D_Enemy_Snow_SnT21_P005_01_02,20415,65,200,10,16128,130,848,80,848,71,267,269,386,125,0,m_ResistAilment_v_0,3,50329,1125,325,20325,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93000000da001a,194,0,0,0.0
1633,20437,D_Enemy_Snow_SnT21_P005_02_02,20416,65,200,8,16128,130,848,80,848,71,257,269,386,125,0,m_ResistAilment_v_0,3,50330,1125,325,20326,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93000000da001a,194,0,0,0.0
1634,20383,D_Enemy_Snow_UniqueP_Timov_01,20417,60,200,9,12920,120,812,80,812,72,240,221,371,125,0,m_ResistAilment_v_0,3,50331,750,300,20327,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93000000da001a,194,0,0,0.0
1635,20384,D_Enemy_Snow_UniqueP_Timov_02,20418,60,200,8,13158,120,784,92,784,83,226,247,371,125,0,m_ResistAilment_v_0,3,50332,750,300,20328,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93000000da001a,194,0,0,0.0
1636,21000,D_Enemy_Forest_FsT21_P012_1,20485,100,200,23,331800,180,1892,205,1892,197,387,362,564,256,0,m_ResistAilment_v_0,5000,50405,2062,637,20330,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93000000da001a,194,0,0,0.0
1637,30017,D_Enemy_Forest_FsT21_P001_1_01,20486,62,200,9,14782,124,802,94,802,85,223,251,376,125,0,m_ResistAilment_v_0,4,50406,750,310,20331,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93000000da001a,194,0,0,0.0
1638,30018,D_Enemy_Forest_FsT21_P001_1_02,20487,62,200,8,14516,124,831,82,831,74,244,225,376,125,0,m_ResistAilment_v_0,3,50407,750,310,20332,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93000000da001a,194,0,0,0.0
1639,30019,D_Enemy_Forest_FsT21_P001_1_03,20488,62,200,8,14668,124,817,85,817,77,241,237,376,125,0,m_ResistAilment_v_0,3,50408,750,310,20333,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93000000da001a,194,0,0,0.0
1640,30020,D_Enemy_Forest_FsT21_P002_1_01,20489,61,200,9,14440,122,806,76,806,67,257,260,373,125,0,m_ResistAilment_v_0,4,50409,750,305,20334,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93000000da001a,194,0,0,0.0
1641,30021,D_Enemy_Forest_FsT21_P002_1_02,20490,61,200,9,14440,122,806,76,806,67,252,260,373,125,0,m_ResistAilment_v_0,4,50410,750,305,20335,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93000000da001a,194,0,0,0.0
1642,30043,D_Enemy_Forest_FsT21_P002_1_01_02,20489,65,200,10,16128,130,848,80,848,71,267,269,386,125,0,m_ResistAilment_v_0,4,50411,1125,325,20336,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93000000da001a,194,0,0,0.0
1643,30044,D_Enemy_Forest_FsT21_P002_1_02_02,20490,65,200,9,16128,130,848,80,848,71,262,269,386,125,0,m_ResistAilment_v_0,4,50412,1125,325,20337,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93000000da001a,194,0,0,0.0
1644,30022,D_Enemy_Forest_FsT21_P003_1_01,20491,30,200,4,3186,60,288,45,288,40,152,143,233,57,0,m_ResistAilment_v_0,4,50413,100,150,20338,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93000000da001a,194,0,0,0.0
1645,30023,D_Enemy_Forest_FsT21_P003_1_02,20492,63,200,9,14554,126,841,84,841,75,246,227,380,125,0,m_ResistAilment_v_0,5001,50414,750,315,20339,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93000000da001a,194,0,0,0.0
1646,30024,D_Enemy_Forest_FsT21_P003_1_03,20493,63,200,9,14820,126,813,95,813,86,232,253,380,125,0,m_ResistAilment_v_0,5001,50415,750,315,20340,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93000000da001a,194,0,0,0.0
1647,30025,D_Enemy_Forest_FsT21_P004_1_01,20494,62,200,9,14478,124,817,77,817,68,259,262,376,125,0,m_ResistAilment_v_0,4,50416,750,310,20341,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93000000da001a,194,0,0,0.0
1648,30026,D_Enemy_Forest_FsT21_P004_1_02,20495,62,200,8,14478,124,817,77,817,68,254,262,376,125,0,m_ResistAilment_v_0,4,50417,750,310,20342,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93000000da001a,194,0,0,0.0
1649,30027,D_Enemy_Forest_FsT21_P004_1_03,20496,62,200,8,14478,124,817,77,817,68,254,262,376,125,0,m_ResistAilment_v_0,4,50418,750,310,20343,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93000000da001a,194,0,0,0.0
1650,30028,D_Enemy_Forest_FsT21_P005_1_01,20497,63,200,9,14820,126,813,95,813,86,232,253,380,125,0,m_ResistAilment_v_0,4,50419,750,315,20344,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93000000da001a,194,0,0,0.0
1651,30029,D_Enemy_Forest_FsT21_P005_1_02,20498,63,200,9,14706,126,827,86,827,78,243,239,380,125,0,m_ResistAilment_v_0,4,50420,750,315,20345,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93000000da001a,194,0,0,0.0
1652,30030,D_Enemy_Forest_FsT21_P006_1_01,20499,64,200,9,16128,128,852,85,852,76,248,229,383,125,0,m_ResistAilment_v_0,3,50421,750,320,20346,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93000000da001a,194,0,0,0.0
1653,30031,D_Enemy_Forest_FsT21_P006_1_02,20500,64,200,9,16422,128,823,96,823,88,234,256,383,125,0,m_ResistAilment_v_0,3,50422,750,320,20347,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93000000da001a,194,0,0,0.0
1654,30032,D_Enemy_Forest_FsT21_P007_1,20501,66,200,11,16212,132,873,87,873,78,263,234,389,125,0,m_ResistAilment_v_0,3,50423,1125,330,20348,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93000000da001a,194,0,0,0.0
1655,30045,D_Enemy_Forest_FsT21_P007_1_02,20501,70,200,12,19500,140,915,92,915,83,272,242,402,125,0,m_ResistAilment_v_0,3,50424,1375,350,20349,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93000000da001a,194,0,0,0.0
1656,30033,D_Enemy_Forest_FsT21_P008_1_01,20502,64,200,9,16128,128,852,85,852,76,248,229,383,125,0,m_ResistAilment_v_0,3,50425,750,320,20350,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93000000da001a,194,0,0,0.0
1657,30034,D_Enemy_Forest_FsT21_P008_1_02,20503,64,200,9,16422,128,823,96,823,88,234,256,383,125,0,m_ResistAilment_v_0,3,50426,750,320,20351,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93000000da001a,194,0,0,0.0
1658,30035,D_Enemy_Forest_FsT21_P009_1_01,20504,61,200,9,14630,122,806,84,806,76,239,234,373,125,0,m_ResistAilment_v_0,4,50427,750,305,20352,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93000000da001a,194,0,0,0.0
1659,30036,D_Enemy_Forest_FsT21_P009_1_02,20505,61,200,9,14630,122,806,84,806,76,239,234,373,125,0,m_ResistAilment_v_0,3,50428,750,305,20353,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93000000da001a,194,0,0,0.0
1660,30037,D_Enemy_Forest_FsT21_P010_1_01,20506,65,200,10,16170,130,862,86,862,77,256,232,386,125,0,m_ResistAilment_v_0,4,50429,1125,325,20354,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93000000da001a,194,0,0,0.0
1661,30038,D_Enemy_Forest_FsT21_P010_1_02,20507,65,200,9,16464,130,833,98,833,89,236,258,386,125,0,m_ResistAilment_v_0,4,50430,1125,325,20355,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93000000da001a,194,0,0,0.0
1662,30039,D_Enemy_Forest_FsT21_P010_1_03,20508,65,200,9,16464,130,833,98,833,89,236,258,386,125,0,m_ResistAilment_v_0,4,50431,1125,325,20356,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93000000da001a,194,0,0,0.0
1663,30046,D_Enemy_Forest_FsT21_P010_1_01_02,20506,67,200,10,17802,134,883,88,883,79,260,236,392,125,0,m_ResistAilment_v_0,4,50432,1125,335,20357,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93000000da001a,194,0,0,0.0
1664,30047,D_Enemy_Forest_FsT21_P010_1_02_02,20507,67,200,9,18124,134,854,100,854,91,241,262,392,125,0,m_ResistAilment_v_0,4,50433,1125,335,20358,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93000000da001a,194,0,0,0.0
1665,30048,D_Enemy_Forest_FsT21_P010_1_03_02,20508,67,200,9,18124,134,854,100,854,91,241,262,392,125,0,m_ResistAilment_v_0,4,50434,1125,335,20359,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93000000da001a,194,0,0,0.0
1666,30040,D_Enemy_Forest_FsT21_P011_1_01,20509,62,200,9,14478,124,817,77,817,68,259,262,376,125,0,m_ResistAilment_v_0,3,50435,750,310,20360,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93000000da001a,194,0,0,0.0
1667,30041,D_Enemy_Forest_FsT21_P011_1_02,20510,62,200,8,14516,124,831,82,831,74,244,225,376,125,0,m_ResistAilment_v_0,3,50436,750,310,20361,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93000000da001a,194,0,0,0.0
1668,30042,D_Enemy_Forest_FsT21_P011_1_03,20511,62,200,8,14782,124,802,94,802,85,229,251,376,125,0,m_ResistAilment_v_0,3,50437,750,310,20362,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93000000da001a,194,0,0,0.0
1669,30050,D_Enemy_Forest_FsT21_P014_1_01,20513,65,200,10,16464,130,833,98,833,89,241,258,386,125,0,m_ResistAilment_v_0,3,50440,1125,325,20363,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93000000da001a,194,0,0,0.0
1670,30051,D_Enemy_Forest_FsT21_P014_1_02,20514,65,200,9,16338,130,848,89,848,80,248,243,386,125,0,m_ResistAilment_v_0,3,50441,1125,325,20364,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93000000da001a,194,0,0,0.0
1671,30052,D_Enemy_Forest_FsT21_P014_1_03,20515,65,200,9,16128,130,848,80,848,71,262,269,386,125,0,m_ResistAilment_v_0,3,50442,1125,325,20365,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93000000da001a,194,0,0,0.0
1672,30049,D_Enemy_Forest_UniqueP_BerzLyee3,20390,55,200,9,11749,110,724,77,724,69,226,217,347,113,0,m_ResistAilment_v_0,139,50292,500,275,20366,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93000000da001a,194,0,0,0.0
1673,30053,D_Enemy_River_RvT21_P002_1_01,20563,100,200,20,413184,180,1678,185,1681,191,303,358,453,256,20,m_ResistAilment_v_0,5002,50444,2062,637,20367,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93000000da001a,194,0,0,0.0
1674,30054,D_Enemy_River_RvT21_P003_1_01,20570,63,200,9,14554,126,841,84,841,75,246,227,380,125,0,m_ResistAilment_v_0,3,50466,750,315,20368,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93000000da001a,194,0,0,0.0
1675,30055,D_Enemy_River_RvT21_P003_1_02,20571,63,200,9,14706,126,827,86,827,78,243,239,380,125,0,m_ResistAilment_v_0,3,50467,750,315,20369,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93000000da001a,194,0,0,0.0
1676,30056,D_Enemy_River_RvT21_P003_1_03,20572,63,200,9,14820,126,813,95,813,86,232,253,380,125,0,m_ResistAilment_v_0,3,50468,750,315,20370,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93000000da001a,194,0,0,0.0
1677,30057,D_Enemy_River_RvT21_P004_1_01,20573,65,200,9,16170,130,862,86,862,77,251,232,386,125,0,m_ResistAilment_v_0,3,50469,1125,325,20371,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93000000da001a,194,0,0,0.0
1678,30058,D_Enemy_River_RvT21_P004_1_02,20574,65,200,9,16338,130,848,89,848,80,248,243,386,125,0,m_ResistAilment_v_0,3,50470,1125,325,20372,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93000000da001a,194,0,0,0.0
1679,30059,D_Enemy_River_RvT21_P005_1_01,20575,62,200,9,14516,124,831,82,831,74,244,225,376,125,0,m_ResistAilment_v_0,3,50471,750,310,20373,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93000000da001a,194,0,0,0.0
1680,30060,D_Enemy_River_RvT21_P005_1_02,20576,62,200,9,14782,124,802,94,802,85,229,251,376,125,0,m_ResistAilment_v_0,3,50472,750,310,20374,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93000000da001a,194,0,0,0.0
1681,30061,D_Enemy_River_RvT21_P005_1_03,20577,62,200,9,14782,124,802,94,802,85,229,251,376,125,0,m_ResistAilment_v_0,4,50473,750,310,20375,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93000000da001a,194,0,0,0.0
1682,30062,D_Enemy_River_RvT21_P006_1_01,20578,60,200,9,13056,120,798,83,798,75,237,233,371,125,0,m_ResistAilment_v_0,3,50474,750,300,20376,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93000000da001a,194,0,0,0.0
1683,30063,D_Enemy_River_RvT21_P006_1_02,20579,60,200,9,13056,120,798,83,798,75,237,233,371,125,0,m_ResistAilment_v_0,3,50475,750,300,20377,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93000000da001a,194,0,0,0.0
1684,30064,D_Enemy_River_RvT21_P006_1_03,20580,60,200,9,13056,120,798,83,798,75,237,233,371,125,0,m_ResistAilment_v_0,3,50476,750,300,20378,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93000000da001a,194,0,0,0.0
1685,30065,D_Enemy_River_RvT21_P007_1_01,20581,75,200,11,21725,150,997,97,997,88,274,253,418,144,0,m_ResistAilment_v_0,3,50477,1375,375,20379,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93000000da001a,194,0,0,0.0
1686,30066,D_Enemy_River_RvT21_P007_1_02,20582,75,200,9,22110,150,966,110,966,100,259,281,418,144,0,m_ResistAilment_v_0,3,50478,1375,375,20380,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93000000da001a,194,0,0,0.0
1687,30067,D_Enemy_River_RvT21_P008_1_01,20583,75,200,10,21725,150,997,97,997,88,274,253,418,144,0,m_ResistAilment_v_0,3,50479,1375,375,20381,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93000000da001a,194,0,0,0.0
1688,30068,D_Enemy_River_RvT21_P008_1_02,20584,75,200,9,22110,150,966,110,966,100,259,281,418,144,0,m_ResistAilment_v_0,3,50480,1375,375,20382,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93000000da001a,194,0,0,0.0
1689,30069,D_Enemy_River_RvT21_P008_1_03,20585,75,200,9,21945,150,982,100,982,91,271,265,418,144,0,m_ResistAilment_v_0,3,50481,1375,375,20383,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93000000da001a,194,0,0,0.0
1690,30070,D_Enemy_River_RvT21_P008_2_01,20586,80,200,11,26000,160,1092,103,1092,93,286,264,434,166,0,m_ResistAilment_v_0,3,50482,1375,400,20384,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93000000da001a,194,0,0,0.0
1691,30071,D_Enemy_River_RvT21_P008_2_02,20587,80,200,9,26455,160,1060,116,1060,106,270,293,434,166,0,m_ResistAilment_v_0,3,50483,1375,400,20385,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93000000da001a,194,0,0,0.0
1692,30072,D_Enemy_River_RvT21_P008_2_03,20588,80,200,9,26260,160,1076,106,1076,97,283,277,434,166,0,m_ResistAilment_v_0,3,50484,1375,400,20386,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93000000da001a,194,0,0,0.0
1693,30073,D_Enemy_River_RvT21_P009_1_01,20589,63,200,9,14706,126,827,86,827,78,243,239,380,125,0,m_ResistAilment_v_0,3,50485,750,315,20387,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93000000da001a,194,0,0,0.0
1694,30074,D_Enemy_River_RvT21_P009_1_02,20590,63,200,9,14706,126,827,86,827,78,243,239,380,125,0,m_ResistAilment_v_0,3,50486,750,315,20388,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93000000da001a,194,0,0,0.0
1695,30075,D_Enemy_River_RvT21_P009_1_03,20591,63,200,9,14706,126,827,86,827,78,243,239,380,125,0,m_ResistAilment_v_0,3,50487,750,315,20389,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93000000da001a,194,0,0,0.0
1696,30076,D_Enemy_River_RvT21_P010_1_01,20592,78,200,9,24120,156,1038,104,1038,94,278,272,428,144,0,m_ResistAilment_v_0,3,50488,1375,390,20390,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93000000da001a,194,0,0,0.0
1697,30077,D_Enemy_River_RvT21_P010_1_02,20593,78,200,9,24300,156,1022,113,1022,104,265,288,428,144,0,m_ResistAilment_v_0,3,50489,1375,390,20391,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93000000da001a,194,0,0,0.0
1698,30078,D_Enemy_River_RvT21_P010_1_03,20594,78,200,9,23820,156,1038,94,1038,85,288,301,428,144,0,m_ResistAilment_v_0,3,50490,1375,390,20392,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93000000da001a,194,0,0,0.0
1699,30079,D_Enemy_River_RvT21_P011_1_01,20595,64,200,10,16296,128,837,88,837,79,246,241,383,125,0,m_ResistAilment_v_0,3,50491,750,320,20393,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93000000da001a,194,0,0,0.0
1700,30080,D_Enemy_River_RvT21_P011_1_02,20596,64,200,9,16128,128,852,85,852,76,248,229,383,125,0,m_ResistAilment_v_0,3,50492,750,320,20394,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93000000da001a,194,0,0,0.0
1701,30081,D_Enemy_River_RvT21_P011_1_03,20597,64,200,9,16422,128,823,96,823,88,234,256,383,125,0,m_ResistAilment_v_0,3,50493,750,320,20395,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93000000da001a,194,0,0,0.0
1702,30082,D_Enemy_River_RvT21_P011_2_01,20598,67,200,10,17986,134,869,91,869,82,252,248,392,125,0,m_ResistAilment_v_0,3,50494,1125,335,20396,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93000000da001a,194,0,0,0.0
1703,30083,D_Enemy_River_RvT21_P011_2_02,20599,67,200,9,17802,134,883,88,883,79,255,236,392,125,0,m_ResistAilment_v_0,3,50495,1125,335,20397,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93000000da001a,194,0,0,0.0
1704,30084,D_Enemy_River_RvT21_P011_2_03,20600,67,200,9,18124,134,854,100,854,91,241,262,392,125,0,m_ResistAilment_v_0,3,50496,1125,335,20398,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93000000da001a,194,0,0,0.0
1705,30085,D_Enemy_River_RvT21_UniqueP_BlandishingDog,20601,57,200,12,14811,114,740,79,740,71,224,221,352,113,0,m_ResistAilment_v_0,4,50497,500,285,20399,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93000000da001a,194,0,0,0.0
1706,30097,D_Enemy_Plain_PlT01_P001_1_01,20613,20,200,3,2400,53,240,41,240,36,130,125,179,42,0,m_ResistAilment_v_0,2,50498,60,200,20400,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93000000da001a,194,0,0,0.0
1707,30447,D_Enemy_Plain_PlT01_P007_1_01,20823,50,200,9,11425,100,604,77,524,70,189,209,314,92,0,m_ResistAilment_v_0,5,50810,300,250,20620,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93000000da001a,194,0,0,0.0
1708,30448,D_Enemy_Plain_PlT01_P007_1_02,20824,50,200,10,13250,100,628,67,548,60,201,187,314,92,0,m_ResistAilment_v_0,30041,50811,300,250,20621,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93000000da001a,194,0,0,0.0
1709,30449,D_Enemy_River_RvF12_P001_1_01,20825,35,200,10,8667,70,427,61,327,55,154,155,250,63,0,m_ResistAilment_v_0,30042,50812,150,175,20622,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93000000da001a,194,0,0,0.0
